jhave@jhave-Ubuntu:~$ cd Documents/
jhave@jhave-Ubuntu:~/Documents$ cd Github/gpt-2-finetuning/
jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ source activate tf1p13_gpt-2
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./encode.py --in_text ALL+tmblr.txt --out_npz ALL+tmblr.txt.npz
Reading files
0it [00:00, ?it/s]
Writing ALL+tmblr.txt.npz
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ cat March-2018_SOURCES/* > ALL_tmblr.txt
cat: 'March-2018_SOURCES/*': No such file or directory
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ cat DATA/March-2018_SOURCES/* > ALL_tmblr.txt
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./encode.py --in_text ALL_tmblr.txt --out_npz ALL_tmblr.txt.npz
Reading files
100%|█████████████████████████████████████████████| 1/1 [00:29<00:00, 29.26s/it]
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./train.py --dataset ALL_tmblr.txt.npz --batch_size 1 --save_every 10000 --sample_every 1000nts/Github/gpt-2-finetuning$ PYTHONPATH=src ./train.py --dataset ALL_tmblr.txt.npz --batch_siz2019-05-06 19:03:09.346869: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-06 19:03:09.384428: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3408000000 Hz
2019-05-06 19:03:09.385802: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x555bed5021d0 executing computations on platform Host. Devices:
2019-05-06 19:03:09.385902: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-06 19:03:09.490179: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-05-06 19:03:09.491347: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x555bee2cd520 executing computations on platform CUDA. Devices:
2019-05-06 19:03:09.491379: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): GeForce GTX TITAN X, Compute Capability 5.2
2019-05-06 19:03:09.492080: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: GeForce GTX TITAN X major: 5 minor: 2 memoryClockRate(GHz): 1.076
pciBusID: 0000:01:00.0
totalMemory: 11.92GiB freeMemory: 11.65GiB
2019-05-06 19:03:09.492106: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-05-06 19:03:09.494371: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-05-06 19:03:09.494400: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-05-06 19:03:09.494410: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-05-06 19:03:09.495072: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 11333 MB memory) -> physical GPU (device: 0, name: GeForce GTX TITAN X, pci bus id: 0000:01:00.0, compute capability: 5.2)
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /home/jhave/Documents/Github/gpt-2-finetuning/src/sample.py:51: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/jhave/Documents/Github/gpt-2-finetuning/src/sample.py:53: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
Loading checkpoint checkpoint/run1/model-20302
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
Loading dataset...
100%|█████████████████████████████████████████████████████████████████████████████████████████████████████| 1/1 [00:00<00:00,  5.48it/s]
dataset has 7806061 tokens
Training...
2019-05-06 19:03:43.906984: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
[20303 | 7.52] loss=5.30 avg=5.30
[20658 | 550.25] loss=0.71 avg=2.20
[20659 | 551.79] loss=3.25 avg=2.21
[20660 | 553.33] loss=4.12 avg=2.23
[20661 | 554.87] loss=0.71 avg=2.21
[20662 | 556.41] loss=4.26 avg=2.23
[20663 | 557.95] loss=1.99 avg=2.23
[20664 | 559.49] loss=3.67 avg=2.25
[20665 | 561.03] loss=2.08 avg=2.24
[20666 | 562.57] loss=4.12 avg=2.26
[20667 | 564.11] loss=4.20 avg=2.28
[20668 | 565.65] loss=4.27 avg=2.30
[20669 | 567.19] loss=1.30 avg=2.29
[20670 | 568.73] loss=3.87 avg=2.31
[20671 | 570.27] loss=1.09 avg=2.30
[20672 | 571.81] loss=0.47 avg=2.28
[20673 | 573.35] loss=1.60 avg=2.27
[20674 | 574.89] loss=3.37 avg=2.28
[20675 | 576.44] loss=4.02 avg=2.30
[20676 | 577.98] loss=0.17 avg=2.28
[20677 | 579.52] loss=2.50 avg=2.28
[20678 | 581.06] loss=0.30 avg=2.26
[20679 | 582.60] loss=2.08 avg=2.26
[20680 | 584.14] loss=4.41 avg=2.28
[20681 | 585.68] loss=2.91 avg=2.29
[20682 | 587.22] loss=0.34 avg=2.27
[20683 | 588.76] loss=0.42 avg=2.25
[20684 | 590.31] loss=0.41 avg=2.23
[20685 | 591.85] loss=0.56 avg=2.21
[20686 | 593.38] loss=2.76 avg=2.22
[20687 | 594.92] loss=3.00 avg=2.23
[20688 | 596.46] loss=2.75 avg=2.23
[20689 | 598.00] loss=0.51 avg=2.21
[20690 | 599.55] loss=3.70 avg=2.23
[20691 | 601.09] loss=1.31 avg=2.22
[20692 | 602.63] loss=4.44 avg=2.24
[20693 | 604.17] loss=0.33 avg=2.22
[20694 | 605.71] loss=1.07 avg=2.21
[20695 | 607.24] loss=2.00 avg=2.21
[20696 | 608.78] loss=2.41 avg=2.21
[20697 | 610.32] loss=3.98 avg=2.23
[20698 | 611.87] loss=2.08 avg=2.23
[20699 | 613.41] loss=0.34 avg=2.21
[20700 | 614.95] loss=3.44 avg=2.22
[20701 | 616.49] loss=4.08 avg=2.24
[20702 | 618.03] loss=1.15 avg=2.23
[20703 | 619.57] loss=0.25 avg=2.21
[20704 | 621.10] loss=0.97 avg=2.20
[20705 | 622.65] loss=0.58 avg=2.18
[20706 | 624.19] loss=0.96 avg=2.17
[20707 | 625.74] loss=1.39 avg=2.16
[20708 | 627.28] loss=1.70 avg=2.15
[20709 | 628.81] loss=1.43 avg=2.15
[20710 | 630.35] loss=3.57 avg=2.16
[20711 | 631.89] loss=3.80 avg=2.18
[20712 | 633.43] loss=4.20 avg=2.20
[20713 | 634.97] loss=0.57 avg=2.18
[20714 | 636.52] loss=0.78 avg=2.17
[20715 | 638.06] loss=2.09 avg=2.17
[20716 | 639.60] loss=0.15 avg=2.15
[20717 | 641.14] loss=0.32 avg=2.13
[20718 | 642.68] loss=0.19 avg=2.11
[20719 | 644.23] loss=0.13 avg=2.09
[20720 | 645.77] loss=1.81 avg=2.09
[20721 | 647.31] loss=3.82 avg=2.10
[20722 | 648.85] loss=3.62 avg=2.12
[20723 | 650.40] loss=2.01 avg=2.12
[20724 | 651.94] loss=0.09 avg=2.10
[20725 | 653.48] loss=2.42 avg=2.10
[20726 | 655.02] loss=1.78 avg=2.10
[20727 | 656.56] loss=3.64 avg=2.11
[20728 | 658.10] loss=0.41 avg=2.10
[20729 | 659.65] loss=1.20 avg=2.09
[20730 | 661.19] loss=0.80 avg=2.07
[20731 | 662.73] loss=2.11 avg=2.07
[20732 | 664.27] loss=2.98 avg=2.08
[20733 | 665.82] loss=2.30 avg=2.08
[20734 | 667.36] loss=3.91 avg=2.10
[20735 | 668.90] loss=1.34 avg=2.10
[20736 | 670.44] loss=0.71 avg=2.08
[20737 | 671.98] loss=4.52 avg=2.11
[20738 | 673.52] loss=2.92 avg=2.11
[20739 | 675.07] loss=1.74 avg=2.11
[20740 | 676.61] loss=1.56 avg=2.11
[20741 | 678.15] loss=1.24 avg=2.10
[20742 | 679.70] loss=0.33 avg=2.08
[20743 | 681.23] loss=5.82 avg=2.12
[20744 | 682.77] loss=3.80 avg=2.13
[20745 | 684.31] loss=0.36 avg=2.12
[20746 | 685.86] loss=1.52 avg=2.11
[20747 | 687.40] loss=2.79 avg=2.12
[20748 | 688.95] loss=3.60 avg=2.13
[20749 | 690.48] loss=1.51 avg=2.13
[20750 | 692.02] loss=3.42 avg=2.14
[20751 | 693.56] loss=2.24 avg=2.14
[20752 | 695.10] loss=0.85 avg=2.13
[20753 | 696.64] loss=4.07 avg=2.15
[20754 | 698.18] loss=0.49 avg=2.13
[20755 | 699.72] loss=0.63 avg=2.11
[20756 | 701.26] loss=2.88 avg=2.12
[20757 | 702.81] loss=4.45 avg=2.15
[20758 | 704.35] loss=0.30 avg=2.13
[20759 | 705.89] loss=3.94 avg=2.14
[20760 | 707.43] loss=3.97 avg=2.16
[20761 | 708.97] loss=0.50 avg=2.15
[20762 | 710.52] loss=0.89 avg=2.13
[20763 | 712.05] loss=3.77 avg=2.15
[20764 | 713.60] loss=1.03 avg=2.14
[20765 | 715.14] loss=3.76 avg=2.16
[20766 | 716.68] loss=4.33 avg=2.18
[20767 | 718.22] loss=0.19 avg=2.16
[20768 | 719.77] loss=0.45 avg=2.14
[20769 | 721.30] loss=4.38 avg=2.16
[20770 | 722.85] loss=1.50 avg=2.16
[20771 | 724.38] loss=1.72 avg=2.15
[20772 | 725.93] loss=3.35 avg=2.16
[20773 | 727.46] loss=0.31 avg=2.14
[20774 | 729.00] loss=0.39 avg=2.13
[20775 | 730.54] loss=0.46 avg=2.11
[20776 | 732.08] loss=3.95 avg=2.13
[20777 | 733.62] loss=1.96 avg=2.13
[20778 | 735.16] loss=0.65 avg=2.11
[20779 | 736.71] loss=0.35 avg=2.09
[20780 | 738.25] loss=0.30 avg=2.08
[20781 | 739.79] loss=1.17 avg=2.07
[20782 | 741.32] loss=4.38 avg=2.09
[20783 | 742.86] loss=2.21 avg=2.09
[20784 | 744.41] loss=0.68 avg=2.08
[20785 | 745.94] loss=1.05 avg=2.07
[20786 | 747.48] loss=3.44 avg=2.08
[20787 | 749.02] loss=0.13 avg=2.06
[20788 | 750.56] loss=4.51 avg=2.09
[20789 | 752.10] loss=2.30 avg=2.09
[20790 | 753.64] loss=0.63 avg=2.07
[20791 | 755.18] loss=1.91 avg=2.07
[20792 | 756.73] loss=1.28 avg=2.06
[20793 | 758.27] loss=4.20 avg=2.09
[20794 | 759.81] loss=0.25 avg=2.07
[20795 | 761.35] loss=3.19 avg=2.08
[20796 | 762.88] loss=0.68 avg=2.06
[20797 | 764.42] loss=0.85 avg=2.05
[20798 | 765.97] loss=1.36 avg=2.04
[20799 | 767.51] loss=1.11 avg=2.04
[20800 | 769.05] loss=0.85 avg=2.02
[20801 | 770.59] loss=3.35 avg=2.04
[20802 | 772.13] loss=2.13 avg=2.04
[20803 | 773.68] loss=3.32 avg=2.05
[20804 | 775.22] loss=2.66 avg=2.06
[20805 | 776.76] loss=1.57 avg=2.05
[20806 | 778.30] loss=2.78 avg=2.06
[20807 | 779.85] loss=2.47 avg=2.06
[20808 | 781.38] loss=0.57 avg=2.05
[20809 | 782.92] loss=2.10 avg=2.05
[20810 | 784.46] loss=2.19 avg=2.05
[20811 | 786.00] loss=0.81 avg=2.04
[20812 | 787.54] loss=1.50 avg=2.03
[20813 | 789.08] loss=1.73 avg=2.03
[20814 | 790.62] loss=0.61 avg=2.02
[20815 | 792.16] loss=1.38 avg=2.01
[20816 | 793.71] loss=4.21 avg=2.03
[20817 | 795.24] loss=0.22 avg=2.01
[20818 | 796.78] loss=3.89 avg=2.03
[20819 | 798.32] loss=2.90 avg=2.04
[20820 | 799.86] loss=4.35 avg=2.06
[20821 | 801.41] loss=3.75 avg=2.08
[20822 | 802.95] loss=2.43 avg=2.08
[20823 | 804.50] loss=0.52 avg=2.07
[20824 | 806.04] loss=0.45 avg=2.05
[20825 | 807.59] loss=0.51 avg=2.04
[20826 | 809.13] loss=2.19 avg=2.04
[20827 | 810.67] loss=0.82 avg=2.03
[20828 | 812.22] loss=0.23 avg=2.01
[20829 | 813.76] loss=4.12 avg=2.03
[20830 | 815.30] loss=0.10 avg=2.01
[20831 | 816.84] loss=3.86 avg=2.03
[20832 | 818.38] loss=1.64 avg=2.02
[20833 | 819.92] loss=1.54 avg=2.02
[20834 | 821.46] loss=1.24 avg=2.01
[20835 | 823.00] loss=4.42 avg=2.04
[20836 | 824.54] loss=2.70 avg=2.04
[20837 | 826.08] loss=0.27 avg=2.02
[20838 | 827.62] loss=4.51 avg=2.05
[20839 | 829.17] loss=3.59 avg=2.07
[20840 | 830.71] loss=4.26 avg=2.09
[20841 | 832.25] loss=2.09 avg=2.09
[20842 | 833.80] loss=3.78 avg=2.10
[20843 | 835.34] loss=1.81 avg=2.10
[20844 | 836.88] loss=3.96 avg=2.12
[20845 | 838.43] loss=2.36 avg=2.12
[20846 | 839.96] loss=4.05 avg=2.14
[20847 | 841.51] loss=4.15 avg=2.16
[20848 | 843.05] loss=1.97 avg=2.16
[20849 | 844.59] loss=2.17 avg=2.16
[20850 | 846.14] loss=2.04 avg=2.16
[20851 | 847.68] loss=4.24 avg=2.18
[20852 | 849.22] loss=1.79 avg=2.18
[20853 | 850.77] loss=3.89 avg=2.19
[20854 | 852.31] loss=4.02 avg=2.21
[20855 | 853.86] loss=3.96 avg=2.23
[20856 | 855.40] loss=1.86 avg=2.23
[20857 | 856.94] loss=3.29 avg=2.24
[20858 | 858.48] loss=0.37 avg=2.22
[20859 | 860.02] loss=2.03 avg=2.22
[20860 | 861.57] loss=1.23 avg=2.21
[20861 | 863.11] loss=3.62 avg=2.22
[20862 | 864.66] loss=0.75 avg=2.20
[20863 | 866.20] loss=4.07 avg=2.22
[20864 | 867.73] loss=2.99 avg=2.23
[20865 | 869.28] loss=1.29 avg=2.22
[20866 | 870.82] loss=3.68 avg=2.24
[20867 | 872.36] loss=3.27 avg=2.25
[20868 | 873.90] loss=1.29 avg=2.24
[20869 | 875.44] loss=0.62 avg=2.22
[20870 | 876.98] loss=0.99 avg=2.21
[20871 | 878.53] loss=3.26 avg=2.22
[20872 | 880.07] loss=0.54 avg=2.20
[20873 | 881.61] loss=3.15 avg=2.21
[20874 | 883.15] loss=1.82 avg=2.21
[20875 | 884.69] loss=0.89 avg=2.19
[20876 | 886.23] loss=4.19 avg=2.21
[20877 | 887.77] loss=1.49 avg=2.21
[20878 | 889.31] loss=3.88 avg=2.22
[20879 | 890.85] loss=0.59 avg=2.21
[20880 | 892.39] loss=0.85 avg=2.19
[20881 | 893.93] loss=3.72 avg=2.21
[20882 | 895.47] loss=1.65 avg=2.20
[20883 | 897.01] loss=1.78 avg=2.20
[20884 | 898.56] loss=3.06 avg=2.21
[20885 | 900.10] loss=0.56 avg=2.19
[20886 | 901.64] loss=3.47 avg=2.20
[20887 | 903.18] loss=4.19 avg=2.22
[20888 | 904.72] loss=3.67 avg=2.24
[20889 | 906.26] loss=3.06 avg=2.25
[20890 | 907.80] loss=4.32 avg=2.27
[20891 | 909.34] loss=2.99 avg=2.28
[20892 | 910.88] loss=3.56 avg=2.29
[20893 | 912.42] loss=4.39 avg=2.31
[20894 | 913.96] loss=3.80 avg=2.32
[20895 | 915.50] loss=1.27 avg=2.31
[20896 | 917.04] loss=1.96 avg=2.31
[20897 | 918.59] loss=3.10 avg=2.32
[20898 | 920.13] loss=0.55 avg=2.30
[20899 | 921.67] loss=4.49 avg=2.32
[20900 | 923.22] loss=4.36 avg=2.34
[20901 | 924.76] loss=1.90 avg=2.34
[20902 | 926.30] loss=2.97 avg=2.34
[20903 | 927.84] loss=0.37 avg=2.33
[20904 | 929.38] loss=2.08 avg=2.32
[20905 | 930.92] loss=2.14 avg=2.32
[20906 | 932.46] loss=4.05 avg=2.34
[20907 | 934.00] loss=0.79 avg=2.32
[20908 | 935.54] loss=1.14 avg=2.31
[20909 | 937.08] loss=2.67 avg=2.31
[20910 | 938.62] loss=0.17 avg=2.29
[20911 | 940.16] loss=4.12 avg=2.31
[20912 | 941.70] loss=2.98 avg=2.32
[20913 | 943.25] loss=3.13 avg=2.33
[20914 | 944.79] loss=2.56 avg=2.33
[20915 | 946.33] loss=3.04 avg=2.34
[20916 | 947.88] loss=3.43 avg=2.35
[20917 | 949.42] loss=0.08 avg=2.32
[20918 | 950.96] loss=2.12 avg=2.32
[20919 | 952.51] loss=3.36 avg=2.33
[20920 | 954.05] loss=0.80 avg=2.32
[20921 | 955.59] loss=3.22 avg=2.33
[20922 | 957.13] loss=0.46 avg=2.31
[20923 | 958.67] loss=1.79 avg=2.30
[20924 | 960.22] loss=3.85 avg=2.32
[20925 | 961.76] loss=1.51 avg=2.31
[20926 | 963.30] loss=1.08 avg=2.30
[20927 | 964.85] loss=1.06 avg=2.28
[20928 | 966.38] loss=2.85 avg=2.29
[20929 | 967.92] loss=2.35 avg=2.29
[20930 | 969.46] loss=0.19 avg=2.27
[20931 | 971.01] loss=1.21 avg=2.26
[20932 | 972.55] loss=0.84 avg=2.25
[20933 | 974.08] loss=0.22 avg=2.22
[20934 | 975.62] loss=2.06 avg=2.22
[20935 | 977.17] loss=1.86 avg=2.22
[20936 | 978.71] loss=3.72 avg=2.23
[20937 | 980.25] loss=0.86 avg=2.22
[20938 | 981.80] loss=3.92 avg=2.24
[20939 | 983.34] loss=4.08 avg=2.26
[20940 | 984.88] loss=4.04 avg=2.27
[20941 | 986.42] loss=0.61 avg=2.26
[20942 | 987.97] loss=3.71 avg=2.27
[20943 | 989.51] loss=3.33 avg=2.28
[20944 | 991.05] loss=2.22 avg=2.28
[20945 | 992.59] loss=3.87 avg=2.30
[20946 | 994.13] loss=1.84 avg=2.29
[20947 | 995.67] loss=2.49 avg=2.30
[20948 | 997.22] loss=0.39 avg=2.28
[20949 | 998.76] loss=1.83 avg=2.27
[20950 | 1000.30] loss=2.80 avg=2.28
[20951 | 1001.84] loss=3.73 avg=2.29
[20952 | 1003.38] loss=1.73 avg=2.29
[20953 | 1004.92] loss=3.46 avg=2.30
[20954 | 1006.46] loss=2.39 avg=2.30
[20955 | 1008.00] loss=0.53 avg=2.28
[20956 | 1009.55] loss=3.07 avg=2.29
[20957 | 1011.09] loss=1.18 avg=2.28
[20958 | 1012.64] loss=0.93 avg=2.26
[20959 | 1014.18] loss=2.67 avg=2.27
[20960 | 1015.72] loss=4.07 avg=2.29
[20961 | 1017.26] loss=4.07 avg=2.30
[20962 | 1018.80] loss=0.14 avg=2.28
[20963 | 1020.35] loss=1.12 avg=2.27
[20964 | 1021.89] loss=0.66 avg=2.25
[20965 | 1023.43] loss=0.84 avg=2.24
[20966 | 1024.97] loss=4.52 avg=2.26
[20967 | 1026.51] loss=0.31 avg=2.24
[20968 | 1028.05] loss=3.63 avg=2.26
[20969 | 1029.59] loss=4.17 avg=2.28
[20970 | 1031.13] loss=1.90 avg=2.27
[20971 | 1032.68] loss=0.61 avg=2.26
[20972 | 1034.22] loss=0.62 avg=2.24
[20973 | 1035.76] loss=1.53 avg=2.23
[20974 | 1037.30] loss=3.03 avg=2.24
[20975 | 1038.84] loss=3.00 avg=2.25
[20976 | 1040.38] loss=0.42 avg=2.23
[20977 | 1041.92] loss=1.33 avg=2.22
[20978 | 1043.46] loss=3.50 avg=2.23
[20979 | 1045.01] loss=3.98 avg=2.25
[20980 | 1046.55] loss=3.92 avg=2.27
[20981 | 1048.09] loss=4.09 avg=2.29
[20982 | 1049.63] loss=2.02 avg=2.28
[20983 | 1051.18] loss=0.35 avg=2.26
[20984 | 1052.72] loss=3.11 avg=2.27
[20985 | 1054.26] loss=2.80 avg=2.28
[20986 | 1055.80] loss=1.25 avg=2.27
[20987 | 1057.34] loss=4.06 avg=2.29
[20988 | 1058.88] loss=1.69 avg=2.28
[20989 | 1060.42] loss=1.36 avg=2.27
[20990 | 1061.97] loss=2.95 avg=2.28
[20991 | 1063.51] loss=2.90 avg=2.28
[20992 | 1065.05] loss=1.21 avg=2.27
[20993 | 1066.60] loss=3.54 avg=2.29
[20994 | 1068.14] loss=3.98 avg=2.30
[20995 | 1069.68] loss=4.18 avg=2.32
[20996 | 1071.22] loss=1.76 avg=2.32
[20997 | 1072.75] loss=2.53 avg=2.32
[20998 | 1074.30] loss=0.38 avg=2.30
[20999 | 1075.84] loss=1.35 avg=2.29
Generating samples...
======== SAMPLE 1 ========
imming
with the sun, her mouth a hot, cracked-over grin.

The smell of her hair: roses and powdered sugar and bourbon, sugar and rum and honey, sugar and spice.

The softness and brightness of her body: the natural sweetness of love, a security and forgiveness.

The trip to Benares: a walk on the banks of the Yamuna, a sea-jump, a marriage-salvation.  She is cool and green in Saravan.

Day after day, she gets more and more naked every decade.  When she was a small girl, she dreamed of getting off the mattress 
and entering the sea. Now she dreams of getting off the mattress and entering the sea.

It happens that her mother is in the bathroom 
shaving with water her mother is sitting on the toilet (she's very handy with soap) when she sees Millet 
rising from the bath. She doesn't stop to think what's happening to Millet.  She 
shaves Millet's legs, moans in Vittoria, gets angry.  The smell of Millet in front of her.

She throws Millet out of the window.  He gets sick and dreams of getting off the mattress.  He gets very sad and violent.  Then he tells his wife Bridget. 

Five days later, Millet wakes up in a hotel in Saravan.  He feels that the best thing to do is to jump in the Amtrack 
and watch the tracks burning in the nearby fields.  At the present moment he sees a tranquility unlike any other.

Milton and Jones own the place and keep the gold and drugs and pleasures -- they keep the black swans and keep the flies away.

"If acid were inflation, we would all be inflation too."

-John Maynard Keynes 






Teutonia
from Entanglement (1991–2003)

Critique of modern conceptualism
"Poetry is itself, and more is true than ever, but the knowing is itself; the knowing is unknowable; the knowing is non-being"
 

Critique of modern conceptualism
"The knowing is itself but not itself; the knowing is non-being"
 

I am not unhappy. Maybe I am happy but it is nonetheless not pleasant"

-
Michael Grimm, quoted on Michael Jackson's Ask the Mouse, 1988
"Michael's foot soldiers on through Europe
without a break
in between for the different zones of his body,
careless of the laws of his field".
 
"There are two enclosures within art which can be imagined: the clasps between them, and the actual depiction of them."
 
 
"There are two enclosures within art which can be imagined: the clasps between them, and the actual depiction of them"
 
 
"Literature is extremely politicized in its appraisal of aesthetic merit"

-
Russ Landon
"Poetry is extremely politicized in its appraisal of aesthetic merit"
 
 
"As art develops, beliefs of its left and right SENSES (
emotional outlook, sensorial experience) diverge: on the one hand theories of art historical behavior
on the other hand obsessional theories of literature"

-
Steven Shaviro
 
"As art develops, beliefs of its left and right SENSES (
emotional outlook, sensorial experience) diverge: on the one hand theories of art historical behavior
on the other hand obsessional theories of literature"
 
"As art develops, beliefs of its left and right SENSES (
emotional outlook, sensorial experience) diverge: on the one hand theories of art historical behavior
on the other hand obsessional theories of literature"
 
 
"As they move towards the problem of religion in the existence of reality"
-
Buddhism and Psyche
"As they move towards the problem of religion in the existence of reality"
-
Johanna Drucker in 'Figuring the Word' ( 1998, Granary ) p.55
""As we proceed through the landscape of our modern urban environment, a cloud dissolves, a consciousness of nothing and instantaneously regenerates."
-Chaoism and Tao
"As we proceed through the landscape of our modern urban environment, a cloud dissolves, a consciousness of nothing and instantaneously regenerates."
-Chaoism and Psyche"



Granary Books
“obese writers are heavily subsidized by the advertising industry”
"The Obesity epidemic is a war on literature."
 
"In an effort to combat this epidemic, new taxes on sugary beverages will be assessed.""
-
You Have More Money When You Write, That’s the Truth
"In an effort to combat this epidemic

[21000 | 1098.60] loss=1.14 avg=2.28
[21001 | 1100.01] loss=3.12 avg=2.29
[21002 | 1101.42] loss=3.73 avg=2.30
[21003 | 1102.84] loss=3.25 avg=2.31
[21004 | 1104.28] loss=4.58 avg=2.33
[21005 | 1105.78] loss=1.07 avg=2.32
[21006 | 1107.32] loss=1.51 avg=2.31
[21007 | 1108.87] loss=2.91 avg=2.32
[21008 | 1110.41] loss=3.62 avg=2.33
[21009 | 1111.95] loss=3.09 avg=2.34
[21010 | 1113.50] loss=3.65 avg=2.35
[21011 | 1115.04] loss=0.50 avg=2.33
[21012 | 1116.58] loss=1.83 avg=2.33
[21013 | 1118.12] loss=4.40 avg=2.35
[21014 | 1119.66] loss=2.66 avg=2.35
[21015 | 1121.21] loss=2.04 avg=2.35
[21016 | 1122.75] loss=2.86 avg=2.35
[21017 | 1124.29] loss=4.24 avg=2.37
[21018 | 1125.84] loss=2.47 avg=2.37
[21019 | 1127.38] loss=5.04 avg=2.40
[21020 | 1128.91] loss=3.14 avg=2.41
[21021 | 1130.45] loss=1.17 avg=2.40
[21022 | 1132.00] loss=3.65 avg=2.41
[21023 | 1133.54] loss=3.63 avg=2.42
[21024 | 1135.08] loss=3.23 avg=2.43
[21025 | 1136.63] loss=1.29 avg=2.42
[21026 | 1138.17] loss=0.70 avg=2.40
[21027 | 1139.71] loss=3.62 avg=2.41
[21028 | 1141.25] loss=0.33 avg=2.39
[21029 | 1142.79] loss=2.35 avg=2.39
[21030 | 1144.34] loss=3.08 avg=2.40
[21031 | 1145.87] loss=3.76 avg=2.41
[21032 | 1147.42] loss=3.86 avg=2.43
[21033 | 1148.97] loss=2.07 avg=2.42
[21034 | 1150.51] loss=3.37 avg=2.43
[21035 | 1152.05] loss=3.71 avg=2.44
[21036 | 1153.59] loss=3.75 avg=2.46
[21037 | 1155.14] loss=4.01 avg=2.47
[21038 | 1156.68] loss=0.80 avg=2.46
[21039 | 1158.22] loss=2.74 avg=2.46
[21040 | 1159.77] loss=1.82 avg=2.45
[21041 | 1161.31] loss=1.62 avg=2.44
[21042 | 1162.85] loss=0.40 avg=2.42
[21043 | 1164.39] loss=1.83 avg=2.42
[21044 | 1165.93] loss=1.76 avg=2.41
[21045 | 1167.47] loss=2.76 avg=2.41
[21046 | 1169.01] loss=0.62 avg=2.40
[21047 | 1170.55] loss=2.16 avg=2.39
[21048 | 1172.08] loss=4.67 avg=2.42
[21049 | 1173.63] loss=1.57 avg=2.41
[21050 | 1175.17] loss=0.14 avg=2.39
[21051 | 1176.72] loss=0.49 avg=2.37
[21052 | 1178.26] loss=0.30 avg=2.35
[21053 | 1179.80] loss=3.28 avg=2.36
[21054 | 1181.34] loss=0.68 avg=2.34
[21055 | 1182.88] loss=2.29 avg=2.34
[21056 | 1184.42] loss=1.77 avg=2.33
[21057 | 1185.96] loss=4.12 avg=2.35
